service,entityType,name,label,type,maxLength,key,selectProperty
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,CreationTime,Time,TimeOfDay,,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,ExecutingResource,Resource,String,18.0,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,BillingPlanItemUsage,Usage,String,2.0,,
API_SALESORDER,SALESORDER_TYPE,AdditionalCustomerGroup1,Customer Group 1,String,3.0,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,SalesOrganization,Sales Organization,String,4.0,,
API_SALESORDER,SALESORDER_TYPE,ShippingType,Shipping Type,String,2.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspOrdItemNetWeightUnit,Net Weight UoM,String,3.0,,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYITEMTYPE,QuantityUnit,Base Unit of Measure,String,3.0,,
API_RETAILPROMOTION,A_RTLPROMNLOCALSTOREGROUP_TYPE,RetailPromotion,Retail Promotion,String,10.0,True,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,ToBePostponedQuantity,To Be Postponed Qty,Decimal,,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,ServiceContractItemIsInProcess,Checkbox,Boolean,,,
API_SALESORDER,SALESORDER_TYPE,ServicesRenderedDate,Date of Services Rendered,Date,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,BusinessSolutionOrder,Solution Order,String,10.0,,
API_SALESORDER,SALESORDER_TYPE,OverallDeliveryStatus,Delivery Status,String,1.0,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,ReleaseCode,Release indicator,String,1.0,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOCITEM_TYPE,GLAccount,G/L Account,String,10.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,SupplierConfirmationControlKey,Confirmation Control,String,4.0,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,CustomerPaymentTerms,Terms of Payment,String,4.0,,
API_SALESORDER,SALESORDERITEM_TYPE,Plant,Plant,String,4.0,,
API_SALESORDER,SALESORDERITEM_TYPE,IncotermsLocation1,Incoterms Location 1,String,70.0,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,CapacityRequirement,Capacity Requirement,String,12.0,,
API_WAREHOUSE_RESOURCE_2,WAREHOUSERESOURCETYPE,SAP__Messages,,Other,,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,MatlCompFreeDefinedAttribute,Sort String,String,10.0,,
API_RETURNSINSPECTION_2,RETURNSINSPECTION_TYPE,ReturnsInspection,Inspection Number,String,12.0,True,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,SourceStorageSection,Source Stor. Section,String,4.0,,
API_PLANNEDORDER,PLANNEDORDERCAPACITYTYPE,UnitOfMeasureISOCode,ISO Code,String,3.0,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,Material,Material,String,18.0,,
API_PRAWELLCOMPLETIONDOWNTIME,WELLCOMPLETIONDOWNTIME_TYPE,WellCompletion,Well Completion,String,5.0,True,
API_RFM_ASSORTMENT_MODULE,EXPLICITASSORTMENTMODULETYPE,AssortmentModuleUUID,Assortment UUID,Guid,,True,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYSHIFTTYPE,CapacityInternalID,Capacity ID,String,8.0,True,
API_WORK_CENTER,WORKCENTERCAPACITYSHIFTTYPE,WeekDay,Week Day,String,1.0,True,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,PriorSupplier,Prior Supplier,String,10.0,,
BR_CTR_SERVICE_O4,REND_DIRITYPE,qualif,Qualification,String,2.0,True,
API_FREIGHTORDER,FREIGHTORDER_TYPE,TranspMeansOfTransport,Means of Transport,String,10.0,,
API_FREIGHTBOOKING,FREIGHTBOOKINGDOCREF_TYPE,TranspOrdDocRefIssuerName,Issuing Party,String,40.0,,
API_WORK_CENTER,WORKCENTERCAPACITYSHIFTTYPE,CapacityActiveVersion,,String,2.0,True,
API_SALESORDER,SALESORDERITEM_TYPE,ConfirmedDeliveryDate,Confirmed Delivery Date,Date,,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,BillToParty,Bill-To Party,String,10.0,,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,Manufacturer,Manufacturer,String,10.0,,
API_PLANNEDORDER,PLANNEDORDERCAPACITYTYPE,RemainingCapReqOpSegTrdwnDurn,Remaining Teardown,Double,,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYSHIFTTYPE,IntervalStartDate,Valid From,Date,,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATIONITEM_TYPE,PerformancePeriodEndDate,End of Performance Period,Date,,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,WarehouseOrderSequenceValue,Sequence,Double,,,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,OrderItemQtyToBaseQtyDnmntr,Denominator,Decimal,,,
API_RFM_ASSORTMENT_MODULE,PRODUCTTOEXPLICITASSTMTMDLVERSTYPE,Product,Material,String,18.0,True,
API_CNSLDTNGROUPSTRUCTURE,CNSLDTNGRPSTRUCMETHASSGMT_TYPE,ConsolidationGroup,Consolidation Group,String,18.0,True,
API_SALESORDER,SALESORDER_TYPE,CreatedByUser,Created By,String,12.0,,
API_CNSLDTNMATERIALGROUP,CNSLDTNMATERIALGROUPTEXT_TYPE,CnsldtnIsAdditionalMasterData,Is Additional Master Data,Boolean,,,
API_RFM_ASSORTMENT_MODULE,PRODUCTTOEXPLICITASSORTMENTMDLTYPE,ValidityStartDate,Valid From,Date,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,ItemIsRelevantForCredit,Credit Funct. Active,Boolean,,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,ReservationIsFinallyIssued,Final Issue,Boolean,,,
API_SALESORDER,SALESORDERITEM_TYPE,DeliveryPriority,Delivery Priority,String,2.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspOrdItem,Item,String,10.0,,
API_CNSLDTNCUSTOMER,CNSLDTNCUSTOMER_TYPE,CnsldtnIsAdditionalMasterData,Is Additional Master Data,Boolean,,,
API_RETAILPROMOTION,A_RETAILPROMOTIONTEXT_TYPE,RetailPromotionName,Description,String,40.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,CreationDate,Created On,Date,,,
API_CNTRLREQFORQUOTATION,CENTRALREQUESTFORQUOTATIONTYPE,IncotermsLocation1,Incoterms Location 1,String,70.0,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,SalesOrganization,Sales Organization,String,4.0,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,ValidityStartDate,Validity Per. Start,Date,,,
API_RE_SPACEGROUPTYPE,RESPACEGROUPTYPE_TYPE,REIntegObjectCategory,Object Category,String,1.0,,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,MeasuringPointShortText,Text,String,40.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,OrderItemQtyToBaseQtyNmrtr,Equal To,Decimal,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTPARTNER_TYPE,BillingDocumentRequest,Billing Document Request,String,10.0,True,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSEORDERTYPE,WhseOrderPlanDurationTimeUnit,Time Unit,String,3.0,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYTYPE,CapacityInternalID,Capacity ID,String,8.0,True,
API_QUALITYNOTIFICATION,QUALITYNOTIFICATIONITEMCAUSE_TYPE,NotificationCauseSortNumber,Cause number,String,4.0,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,MaterialProcurementType,Procurement Type,String,1.0,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,ReleaseIsNotCompleted,Subject to Release,Boolean,,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,CustomerReturnDate,Document Date,Date,,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUEST_TYPE,ProjBillgReqLastChgdBy,Changed By,String,12.0,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,SupplierRespSalesPersonName,Salesperson,String,30.0,,
API_SALESORDER,SALESORDERITEM_TYPE,ConfdDelivQtyInOrderQtyUnit,Confirmed Quantity,Decimal,,,
API_WAREHOUSE_RESOURCE_2,WAREHOUSERESOURCETYPE,EWMResourceType,Resource Type,String,4.0,,
API_RFM_ASSORTMENT_MODULE,EXPLICITASSORTMENTMODULEVERSTYPE,LastChangedByUserName,Changed By,String,12.0,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,PlannedOrderProfile,Plnned order profile,String,4.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,DownPaymentDueDate,Due Date for DP,Date,,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,BillingDocCombinationCriteria,Combination Criteria,String,40.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,BusinessArea,Business Area,String,4.0,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYINTERVALTYPE,SAP__Messages,,Other,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,IsOrderAcknRqd,Acknowledgment Reqd.,Boolean,,,
API_WORK_CENTER,WORKCENTERCAPACITYTYPE,CapacityHasIndivCapacities,Individ. Capacities,Boolean,,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,MaterialProcurementCategory,Procurement Category,String,1.0,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,ManualSupplierAddressID,Address Number,String,10.0,,
API_SALESORDER,SALESORDER_TYPE,AdditionalCustomerGroup3,Customer Group 3,String,3.0,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,MaterialCompIsVariableSized,Variable-Sized Item,Boolean,,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,ItemNetAmount,,Decimal,,,
API_PLANNEDORDER,PLANNEDORDERCOMPONENTTYPE,SupplyArea,Production Supply Area,String,10.0,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenterIsToBeDeleted,Deletion Flag,Boolean,,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,ServiceDocumentCreatedByUser,Created By,String,12.0,,
API_PLANNEDORDER,PLANNEDORDERCAPACITYTYPE,ScheduledBasicStartTime,Earliest start time,TimeOfDay,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,SupplierQuotationItem,Item,String,5.0,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,TransportationOrderExecSts,Execution Status,String,2.0,,
API_CNSLDTNFSITEMHIERARCHY,CNSLDTNFSITEMHIERARCHYNODE_TYPE,ValidityEndDate,Validity End Date,Date,,True,
API_WORK_CENTER,WORKCENTERPOOLEDCAPACITYTYPE,Capacity,Capacity,String,8.0,,
API_SALESORDER,SALESORDERITEM_TYPE,OriginallyRequestedMaterial,Material Entered,String,18.0,,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,MeasuringPointCodeGroup,Code group,String,8.0,,
API_PRAINTERNALMARKETING,PRAINTERNALMARKETINGRATETRANS_TYPE,PRAMarketingRateNumber,Marketing rate no,String,12.0,True,
API_WORK_CENTER,WORKCENTERCOSTCENTERTYPE,ValidityEndDate,End Date,Date,,True,
API_CNTRLREQFORQUOTATION,CENTRALREQUESTFORQUOTATIONTYPE,CashDiscount1Days,Days 1,Decimal,,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,CustomerTaxClassification9,Tax Class.9 Customer,String,1.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,WhseTaskPlannedClosingDateTime,Planned Closing Time,DateTimeOffset,,,
API_FREIGHTORDER,FREIGHTORDEREVENT_TYPE,CreationDateTime,Creation Date Time,DateTimeOffset,,,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,ReferenceDeliveryAddressID,Address,String,10.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,EWMDelivery,Document Number,String,35.0,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,MatlCompIsMarkedForBackflush,Backflush,Boolean,,,
API_SALESORDER,SALESORDER_TYPE,CustomerCreditAccount,Credit Account,String,10.0,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,CreationDateTime,Creation Date Time,DateTimeOffset,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,DownPaymentAmount,Down Payment Amount,Decimal,,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYTYPE,CapacityActiveVersion,Active Version,String,2.0,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenterResponsible,Person Responsible,String,3.0,,
API_SALESORDER,SALESORDERITEM_TYPE,ItemVolume,Volume,Decimal,,,
API_SALESORDER,SALESORDER_TYPE,IncotermsLocation1,Incoterms Location 1,String,70.0,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,BillOfOperationsType,Task List Type,String,1.0,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYSHIFTTYPE,CapacityPlanUtilizationPercent,Capacity Utilization,String,3.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,Consignee,Ship-to Party,String,10.0,,
API_PLANNEDORDER,PLANNEDORDERCOMPONENTTYPE,Material,Material,String,18.0,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATION_TYPE,FollowOnDocumentCategory,Follow-On Document Category,String,1.0,,
API_SALESORDER,SALESORDERITEM_TYPE,SalesDocumentRjcnReason,Reason for Rejection,String,2.0,,
API_SALESORDER,SALESORDERITEMPRICINGELMNT_TYPE,SAP__Messages,,Other,,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenterFmlaParamValue3,Formula Parameter Value 3,Decimal,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,PurchaseOrderByCustomer,Customer Reference,String,35.0,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,SAP__Messages,,Other,,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,DestinationStorageType,Dest. Storage Type,String,4.0,,
API_PRAWELLCOMPLETIONDOWNTIME,WELLCOMPLETIONDOWNTIME_TYPE,Well,Well,String,15.0,True,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,TotalQuantity,Total Order Quantity,Decimal,,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,PostingDate,Posting Date,Date,,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,BillingPlanIsFinalized,Bill.Plan Finalized,Boolean,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,UnderdelivTolrtdLmtRatioInPct,Underdel. Tolerance,Decimal,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,CreationTime,Time,TimeOfDay,,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,ValidityEndDate,Valid-To Date,Date,,,
API_CNTRLREQFORQUOTATION,CENTRALREQUESTFORQUOTATIONTYPE,BindingPeriodValidityEndDate,Binding Period,Date,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,ItemVolume,Volume,Decimal,,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,SAP__Messages,,Other,,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,MRPController,MRP Controller,String,3.0,,
API_PLANNEDORDER,PLANNEDORDERCAPACITYTYPE,ScheduledCapReqOpSegTrdwnDurn,Scheduled Teardown,Double,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,SupplierMaterialNumber,Supplier Mat. No.,String,35.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,BaseUnit,Base Unit of Measure,String,3.0,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYTYPE,CapacityBreakDuration,Break Duration,Int32,,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,BaseUnit,Base Unit of Measure,String,3.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,BaseUnitISOCode,Base unit ISO code,String,3.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,DocumentReferenceID,Reference,String,16.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,VATRegistrationOrigin,Origin Sales Tax No.,String,1.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,BillingDocumentRequest,Billing Document Request,String,10.0,True,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,Manufacturer,Manufacturer,String,10.0,,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,CounterOverflowRdngThreshold,CountOverflwReadg,Double,,,
API_CNTRLREQFORQUOTATION,CENTRALREQUESTFORQUOTATIONTYPE,CentralRequestForQuotation,Central RFQ,String,10.0,True,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,PartialInvoiceDistribution,Partial invoice,String,1.0,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATIONITEM_TYPE,DocumentCurrency,Currency,String,3.0,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,TranspOrdItemNetWeight,Net Weight,Decimal,,,
API_CNTRLREQFORQUOTATION,CENTRALREQUESTFORQUOTATIONTYPE,CashDiscount1Percent,CD Percentage 1,Decimal,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,ProductPurchasePointsQty,Points,Decimal,,,
API_FREIGHTORDER,FREIGHTORDER_TYPE,LastChangedByUser,Changed By,String,12.0,,
API_WORK_CENTER,WORKCENTERPOOLEDCAPACITYTYPE,LastChangeDate,Changed On,Date,,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYTYPE,CapacityCategoryCode,Capacity Category,String,3.0,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,ServiceContrCancellationReason,Cancellation Reason,String,4.0,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,CustomerPurchaseOrderDate,Customer Reference Date,Date,,,
API_PRODUCT_AVAILY_INFO,ATPRLVTPRODUCTMRPAREABATCH_TYPE,Product,Product,String,18.0,True,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,IsCompletelyDelivered,Delivery Completed,Boolean,,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,PricingProcedure,Procedure,String,6.0,,
API_CNTRLREQFORQUOTATION,CENTRALREQUESTFORQUOTATIONTYPE,PurchasingOrganization,Purchasing Organization,String,4.0,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,QuantityInEntryUnit,Quantity in Unit of Entry,Decimal,,,
API_PLANNEDORDER,PLANNEDORDERCAPACITYTYPE,RemainingCapReqOpSegSetupDurn,Remaining Setup,Double,,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,ValidityStartDate,Valid-From Date,Date,,,
API_FREIGHTBOOKING,FREIGHTBOOKINGDOCREF_TYPE,SAP__Messages,,Other,,,
API_WORK_CENTER,WORKCENTERCAPACITYTYPE,ReferencedCapacityInternalID,Referenced Capacity ID,String,8.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,ActivityArea,Activity Area,String,4.0,,
API_WORK_CENTER,WORKCENTERCAPACITYSHIFTTYPE,ShiftDefValidityEndDate,End Date,Date,,,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,Material,Material,String,18.0,,
API_PROJECTBILLINGREQUEST,WRITTENOFFPRJBLGELMENTRDETS_TYPE,WrittenOffAmtInTransacCrcy,,Decimal,,,
API_SALESORDER,SALESORDERITEM_TYPE,IncotermsVersion,Incoterms Version,String,4.0,,
API_CNTRLREQFORQUOTATION,CENTRALRFQITEMDISTRIBUTIONTYPE,CentralRequestForQuotation,Purchasing Document,String,10.0,True,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATION_TYPE,NetPaymentDays,Days Net,Decimal,,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSEORDERTYPE,WarehouseOrderStartDateTime,Start Time,DateTimeOffset,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,CustomerTaxClassification6,Tax Class.6 Customer,String,1.0,,
API_PLANNEDORDER,PLANNEDORDERCAPACITYTYPE,ScheduledCapReqOpSegProcgDurn,Scheduled Processing,Double,,,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYITEMTYPE,SpecialStockIdfgSalesOrder,Stock Ident Header,String,10.0,,
API_WAREHOUSE_RESOURCE_2,WAREHOUSERESOURCETYPE,WarehouseOrderQueue,Queue,String,10.0,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,ManufacturerPartNmbr,Mfr Part Number,String,40.0,,
API_RETURNSINSPECTION_2,RETURNSINSPECTION_TYPE,LastChangedByUser,Changed By,String,12.0,,
API_WORK_CENTER,WORKCENTERPOOLEDCAPACITYTYPE,WorkCenterInternalID,Object ID,String,8.0,True,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYITEMTYPE,EWMInboundDelivery,Document Number,String,35.0,True,
API_SALESORDER,SALESORDERITEM_TYPE,SlsOrderItemDownPaymentStatus,Down Payment Status,String,1.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,ExchangeRateType,Exchange Rate Type,String,4.0,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,PurgAggrgdProdCmplncSuplrSts,Supplier Check Sts,String,1.0,,
API_MEASURINGPOINT,MSRGPOINTCONDITION_TYPE,MeasuringPointCondition,Conditions,String,2.0,True,
API_PROJECTBILLINGREQUEST,PROJECTBILLINGREQUESTITEM_TYPE,ProjectBillingRequestUUID,Proj Billg Req UUID,Guid,,,
API_WHSE_INB_DELIVERY_2,WHSEINBOUNDDELIVERYHEADTYPE,PlannedDeliveryUTCDateTime,Creation Date/Time,DateTimeOffset,,,
API_MEASURINGPOINT,MEASURINGPOINTTYPE,MsrgPtInternalCharacteristic,Characteristic Internal ID,String,10.0,,
API_SALESORDER,SALESORDERITEM_TYPE,ShippingPoint,Shipping Point,String,4.0,,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATIONITEM_TYPE,PurchasingDocumentCategory,Purch. Doc. Category,String,1.0,,
API_PLANNEDORDER,PLANNEDORDERCOMPONENTTYPE,BillOfMaterialInternalID,Bill Of Material,String,8.0,,
API_PLANNEDORDER,PLANNEDORDERHEADERTYPE,Reservation,Reservation,String,10.0,,
API_PURCHASEORDER_2,PURCHASEORDER_TYPE,PurgReasonForDocCancellation,Reason for Canc.,String,2.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEM_TYPE,ItemWeightUnitSAPCode,Unit of Weight,String,3.0,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYTYPE,AuthorizationGroup,Authorization,String,4.0,,
API_SALESORDER,SALESORDERITEM_TYPE,Batch,Batch,String,10.0,,
API_WORK_CENTER,WORKCENTERCAPACITYSHIFTTYPE,CapacityBreakDuration,Break Duration,Int32,,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,DunningKey,Dunning Key,String,1.0,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,ReservationItem,Reservation Item,String,4.0,True,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,BillingDocumentType,Billing Type,String,4.0,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUEST_TYPE,Country,Dest. Country/Region,String,3.0,,
API_MEASURINGPOINT,MSRGPOINTCONDITIONLONGTEXT_TYPE,TextObjectCategory,Text object,String,10.0,,
API_SERVICECONTRACT,SERVICECONTRACTITEM_TYPE,ServiceDocItemChangedByUser,Changed By,String,12.0,,
API_BILLINGDOCUMENT,BILLINGDOCUMENT_TYPE,IncotermsVersion,Incoterms Version,String,4.0,,
API_WORK_CENTER,WORKCENTERCAPACITYSHIFTTYPE,WorkDayRule,Workday Rule,String,1.0,,
API_PROJECTBILLINGREQUEST,WRITTENOFFPRJBLGELMENTRDETS_TYPE,WBSElement,WBS Element,String,24.0,,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,RequirementTracking,Req. Tracking Number,String,10.0,,
API_PRODUCT_AVAILY_INFO,ATPRLVTPRODSALESDOCITEM_TYPE,SAP__Messages,,Other,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,GoodsReceiptIsExpected,Goods Receipt,Boolean,,,
API_PURCHASEORDER_2,POSUBCONTRACTINGCOMPONENT_TYPE,IsNetScrap,Net Scrap Indicator,Boolean,,,
API_PURCHASEORDER_2,PURCHASEORDERITEM_TYPE,IncotermsTransferLocation,Incoterms (Part 2),String,28.0,,
API_PURCHASEREQUISITION_2,PURCHASEREQNITEMTYPE,FixedSupplier,,String,10.0,,
API_WORK_CENTER,WORKCENTERCOSTCENTERTYPE,WorkCenterInternalID,Object ID,String,8.0,True,
API_SUPPLIERQUOTATION_2,SUPPLIERQUOTATIONITEM_TYPE,SupplierMaterialNumber,Supplier Mat. No.,String,35.0,,
API_WAREHOUSE_ORDER_TASK_2,WAREHOUSETASKTYPE,SourceHandlingUnit,Source Handling Unit,String,20.0,,
API_WRKCTRPOOLEDCAPACITY,WORKCENTERCAPACITYINTERVALTYPE,CapacityLastChangeDateTime,Capacity Last Change Date Time,DateTimeOffset,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTPARTNER_TYPE,Customer,Customer,String,10.0,,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WorkCenterResponsibleName,Name of Responsible,String,40.0,,
API_SERVICECONTRACT,SERVICECONTRACT_TYPE,DistributionChannel,Distribution Channel,String,2.0,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,TransactionCurrency,Document Currency,String,3.0,,
API_PLANNEDORDER,PLANNEDORDERCAPACITYTYPE,OperationLatestEndTime,Latest End Time,TimeOfDay,,,
API_FREIGHTORDER,FREIGHTORDERITEM_TYPE,ConsigneeUUID,Ship-to Party UUID,Guid,,,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,ScheduleLineOrderQuantity,Scheduled Quantity,Decimal,,,
API_CUSTOMERRETURN,CUSTOMERRETURN_TYPE,CustomerReturn,Customer Return,String,10.0,True,
API_WORK_CENTER,WORKCENTERHEADERTYPE,WrkCtrStdValMaintRule3,Standard Value Maintenance Rule 3,String,1.0,,
API_RFM_ASSORTMENT_MODULE,EXPLICITASSORTMENTMODULEVERSTYPE,ValidityStartDate,Version Valid From,Date,,,
API_CNTRLREQFORQUOTATION,CENTRALREQFORQUOTATIONITEMTYPE,ScheduleLineDeliveryDate,Delivery Date,Date,,,
API_BILLINGDOCUMENTREQUEST,BILLINGDOCUMENTREQUESTITEMPARTNER_TYPE,ContactPerson,Contact Person,String,10.0,,
API_PAYROLLEARMARKEDFUNDSDOC,PAYROLLEARMARKEDFUNDSDOC_TYPE,CompanyCode,Company Code,String,4.0,,
